64, -14
65, 3
66, 24
67, -31
68, -22
69, -47
70, 36
71, 35
72, -32
73, 41
74, -8
75, -29
76, -30
77, -19
78, 36
79, 1
80, 4
81, 27
82, -58
83, 45
84, -44
85, -7
86, -8
87, -77
88, -60
89, -15
90, -24
91, 7
92, -8
93, 15
94, 10
95, 13
96, 56
97, 3
98, -10
99, 5
100, -24
101, 17
102, 20
103, 33
104, -10
105, -51
106, 4
107, -5
108, 34
109, -11
110, 14
111, 17
112, 2
113, -67
114, 74
115, 1
116, 24
117, 43
118, 36
119, -33
120, 10
121, -35
122, -54
123, -51
124, 30
125, -31
126, 24
127, 47
128, -46
129, 5
130, -28
131, 43
132, -34
133, -75
134, 39
135, 13
136, -2
137, -61
138, -12
139, 33
140, 58
141, 31
142, -32
143, -49
144, 30
145, -55
146, -44
147, -35
148, -18
149, -19
150, -52
151, 13
152, 71
153, 23
154, 22
155, 9
156, 8
157, 55
158, 28
159, -39
160, 38
161, -15
162, 40
163, -35
164, 76
165, 17
166, -30
167, 37
168, 98
169, -17
170, 56
171, 3
172, 98
173, -21
174, -12
175, -17
176, 2
177, 53
178, -26
179, -31
180, 22
181, 41
182, 8
183, 3
184, 60
185, -17
186, 26
187, -3
188, 12
189, -7
190, 4
191, -7
192, -40
193, -59
194, 10
195, -25
196, -20
197, -13
198, -40
199, -39
200, -46
201, 7
202, -26
203, 25
204, -28
205, 17
206, -16
207, 63
208, 44
209, -19
210, -68
211, -47
212, 4
213, 73
214, 28
215, -11
216, -46
217, -25
218, 4
219, 9
220, 22
221, -37
222, 42
223, 19
224, -36
225, 7
226, -14
227, -37
228, 6
229, -65
230, 14
231, -65
232, -4
233, -81
234, -38
235, 87
236, -34
237, 11
238, -42
239, -15
240, -16
241, 19
242, 26
243, -49
244, -6
245, -35
246, 20
247, -67
248, 8
249, -29
250, 10
251, -73
252, 42
253, -39
254, -6
255, -21
256, -82
257, -41
258, 16
259, 81
260, 32
261, 95
262, 8
263, 43
264, -50
265, 13
266, 54
267, 11
268, -58
269, 1
270, -102
271, 27
272, 64
273, 41
274, 16
275, -19
276, 74
277, -11
278, -60
279, 29
280, 54
281, 47
282, 6
283, -3
284, -28
285, -39
286, 28
287, 53
288, -56
289, -7
290, 16
291, -7
292, -54
293, -1
294, -48
295, -99
296, -38
297, 9
298, 8
299, -33
300, -26
301, -13
302, 30
303, -59
304, -24
305, -51
306, -34
307, 15
308, -24
309, -1
310, -38
311, -9
312, 32
313, 41
314, -53
315, -19
316, 16
317, 69
318, -18
319, -39
320, -66
321, -75
322, 22
323, -11
