11, 2, 0.363636, 36.001, 35.5009, 3.27282, 3.22735, 0
55, 2, 0.0727273, 121.319, 120.819, 2.2058, 2.19671, 0
101, 2, 0.039604, 677.461, 676.961, 6.70754, 6.70259, 0
505, 2, 0.00792079, 18257, 18256.5, 36.1525, 36.1515, 0
1001, 2, 0.003996, 64648.2, 64648.1, 64.5836, 64.5835, 0
11, 4, 1.45455, 40.4391, 40.1891, 3.67628, 3.65356, 0
55, 4, 0.290909, 1176.52, 1175.97, 21.3913, 21.3813, 0
101, 4, 0.158416, 4914.12, 4913.71, 48.6547, 48.6506, 0
505, 4, 0.0316832, 112732, 112731, 223.231, 223.23, 0
1001, 4, 0.015984, 13801, 13783.8, 13.7872, 13.77, 0
11, 8, 23.2727, 64.9081, 64.469, 5.90073, 5.86082, 0
55, 8, 4.65455, 1050.1, 1049.69, 19.0927, 19.0852, 0
101, 8, 2.53465, 3367.95, 3367.48, 33.3461, 33.3414, 0
505, 8, 0.506931, 109672, 109671, 217.171, 217.17, 0
1001, 8, 0.255744, 833.194, 786.568, 0.832362, 0.785783, 0
11, 16, 5957.82, 59.5407, 59.2907, 5.41279, 5.39007, 0
55, 16, 1191.56, 1376.57, 1376.02, 25.0285, 25.0186, 0
101, 16, 648.871, 4628.48, 4627.91, 45.8266, 45.8209, 0
