501, -133, 168
502, -27, 274
503, -9, 292
504, -9, 292
505, 1, 300
506, -43, 258
507, 31, 270
508, 191, 110
509, -23, 278
510, 181, 120
511, -183, 118
512, -93, 208
513, 267, 34
514, 25, 276
515, -275, 26
516, 215, 86
517, -11, 290
518, -197, 104
519, 17, 284
520, 11, 290
521, 207, 94
522, -77, 224
523, -299, 2
524, -297, 4
525, 15, 286
526, -13, 288
527, -297, 4
528, -5, 296
529, 17, 284
530, -21, 280
531, 21, 280
532, -3, 298
533, -283, 18
534, -281, 20
535, 177, 124
536, -129, 172
537, -167, 134
538, 15, 286
539, -95, 206
540, -273, 28
541, 211, 90
542, -101, 200
543, 189, 112
544, 169, 132
545, -3, 298
546, 213, 88
547, 147, 154
548, -103, 198
549, -259, 42
550, -81, 220
551, -1, 300
552, -209, 92
553, 17, 284
554, -67, 234
555, 7, 294
556, 117, 184
557, -9, 292
558, -111, 190
559, -25, 276
560, 151, 150
561, -257, 44
562, -167, 134
563, -37, 264
564, -25, 276
565, -73, 228
566, 29, 272
567, 107, 194
568, -261, 40
569, 89, 212
570, -21, 280
571, 233, 68
572, 45, 256
573, 199, 102
574, -15, 286
575, -197, 104
576, -291, 10
577, 207, 94
578, -275, 26
579, 143, 158
580, -281, 20
581, -175, 126
582, -59, 242
583, 209, 92
584, 289, 12
585, 51, 250
586, 231, 70
587, 41, 260
588, -147, 154
589, 97, 204
590, 33, 268
591, 185, 116
592, 1, 300
593, -57, 244
594, -107, 194
595, -151, 150
596, 205, 96
597, -15, 286
598, 9, 292
599, 5, 296
600, 289, 12
601, 223, 78
602, -259, 42
603, 205, 96
604, -87, 214
605, -163, 138
606, -211, 90
607, -207, 94
608, -73, 228
609, -301, 0
610, 195, 106
611, -255, 46
612, 25, 276
613, -87, 214
614, 193, 108
615, -149, 152
616, 171, 130
617, 19, 282
618, -209, 92
619, -145, 156
620, 295, 6
621, -19, 282
622, -257, 44
623, -179, 122
624, 31, 270
625, 129, 172
626, -129, 172
627, -217, 84
628, -41, 260
629, 171, 130
630, -81, 220
631, 41, 260
632, -251, 50
633, 69, 232
634, 39, 262
635, 83, 218
636, 5, 296
637, -275, 26
638, 25, 276
639, -293, 8
640, -207, 94
641, 237, 64
642, 21, 280
643, -295, 6
644, 297, 4
645, 229, 72
646, 53, 248
647, -111, 190
648, -261, 40
649, -9, 292
650, 161, 140
651, 23, 278
652, -227, 74
653, -149, 152
654, -201, 100
655, 29, 272
656, -129, 172
657, 237, 64
658, -195, 106
659, 215, 86
660, 23, 278
661, 65, 236
662, -17, 284
663, -255, 46
664, -257, 44
665, 9, 292
666, -133, 168
667, 23, 278
668, -47, 254
669, 199, 102
670, 25, 276
671, -155, 146
672, -39, 262
673, -117, 184
674, -207, 94
675, 21, 280
676, 203, 98
677, -157, 144
678, 293, 8
679, 217, 84
680, -73, 228
681, -177, 124
682, 213, 88
683, 191, 110
684, 201, 100
685, -275, 26
686, -175, 126
687, 27, 274
688, 19, 282
689, 3, 298
690, 235, 66
691, -291, 10
692, 203, 98
693, -3, 298
694, 225, 76
695, -169, 132
696, -3, 298
697, -151, 150
698, 15, 286
699, -295, 6
700, -73, 228
701, -297, 4
702, 35, 266
703, 231, 70
704, -135, 166
705, 37, 264
706, -183, 118
707, 295, 6
708, 9, 292
709, -27, 274
710, -61, 240
711, 227, 74
712, -167, 134
713, 233, 68
714, 197, 104
715, 9, 292
716, -3, 298
717, 11, 290
718, -3, 298
719, -299, 2
720, 185, 116
721, -147, 154
722, 233, 68
723, 173, 128
724, 55, 246
725, -17, 284
726, 155, 146
727, 35, 266
728, 231, 70
729, -297, 4
730, 217, 84
731, -185, 116
732, -139, 162
733, -5, 296
734, -263, 38
735, 7, 294
736, 199, 102
737, -11, 290
738, -13, 288
739, -9, 292
740, -17, 284
741, 7, 294
742, -27, 274
743, -57, 244
744, -45, 256
745, -177, 124
746, -167, 134
747, 117, 184
748, -159, 142
749, -291, 10
750, 31, 270
751, 29, 272
752, 207, 94
753, -251, 50
754, 243, 58
755, -25, 276
756, 87, 214
757, 263, 38
758, 277, 24
759, 283, 18
760, -295, 6
761, -299, 2
762, -241, 60
763, 237, 64
764, 191, 110
765, -169, 132
766, 31, 270
767, 187, 114
768, 229, 72
769, 17, 284
770, -297, 4
771, -43, 258
772, -145, 156
773, 159, 142
774, 247, 54
775, 19, 282
776, 69, 232
777, 229, 72
778, 9, 292
779, -159, 142
780, 15, 286
781, 117, 184
782, -1, 300
783, -25, 276
784, -273, 28
785, 165, 136
786, -1, 300
787, -103, 198
788, 11, 290
789, -165, 136
790, -263, 38
791, 155, 146
792, -51, 250
793, 19, 282
794, 147, 154
795, 15, 286
796, 23, 278
797, 287, 14
798, -5, 296
799, -45, 256
800, 123, 178
801, -73, 228
802, 109, 192
803, 257, 44
804, -113, 188
805, 179, 122
806, -39, 262
807, -279, 22
808, -193, 108
809, 221, 80
810, 201, 100
811, -5, 296
812, -27, 274
813, -5, 296
814, -77, 224
815, 89, 212
816, -247, 54
817, -55, 246
818, 25, 276
819, 195, 106
820, 23, 278
821, 15, 286
822, 229, 72
823, -1, 300
824, 227, 74
825, -249, 52
826, 99, 202
827, -271, 30
828, 233, 68
829, -81, 220
830, -165, 136
831, 11, 290
832, -169, 132
833, -167, 134
834, -157, 144
835, 17, 284
836, 187, 114
837, 25, 276
838, -5, 296
839, 277, 24
840, 73, 228
841, 231, 70
842, -9, 292
843, -199, 102
844, -25, 276
845, -9, 292
846, 227, 74
847, 125, 176
848, -203, 98
849, -235, 66
850, -155, 146
851, 187, 114
852, 217, 84
853, -53, 248
854, 203, 98
855, 1, 300
856, -63, 238
857, -1, 300
858, 11, 290
859, -119, 182
860, -211, 90
861, -101, 200
862, 21, 280
863, 49, 252
864, 15, 286
865, 215, 86
866, -5, 296
867, 13, 288
868, 177, 124
869, 277, 24
870, -99, 202
871, 267, 34
872, 289, 12
873, 37, 264
874, 223, 78
875, -3, 298
876, -261, 40
877, 45, 256
878, -33, 268
879, 223, 78
880, -193, 108
881, -185, 116
882, -263, 38
883, 63, 238
884, -125, 176
885, 207, 94
886, -23, 278
887, -123, 178
888, 171, 130
889, -175, 126
890, 141, 160
891, -177, 124
892, -41, 260
893, 1, 300
894, -11, 290
895, 11, 290
896, 285, 16
897, -13, 288
898, -293, 8
899, 173, 128
900, -13, 288
901, -1, 300
902, -1, 300
903, 157, 144
904, 103, 198
905, -193, 108
906, -175, 126
907, -65, 236
908, 163, 138
909, -109, 192
910, 21, 280
911, -245, 56
912, 41, 260
913, 17, 284
914, 73, 228
915, -9, 292
916, -249, 52
917, -251, 50
918, 9, 292
919, -145, 156
920, 17, 284
921, -51, 250
922, 191, 110
923, 27, 274
924, -157, 144
925, -37, 264
926, -127, 174
927, -203, 98
928, 13, 288
929, 195, 106
930, -169, 132
931, 293, 8
932, 211, 90
933, -75, 226
934, -181, 120
935, 209, 92
936, 189, 112
937, 201, 100
938, -267, 34
939, -183, 118
940, 21, 280
941, 15, 286
942, 9, 292
943, 237, 64
944, -285, 16
945, 203, 98
946, 9, 292
947, -3, 298
948, 113, 188
949, -9, 292
950, -117, 184
951, -297, 4
952, -297, 4
953, -187, 114
954, 33, 268
955, -19, 282
956, -79, 222
957, -19, 282
958, 21, 280
959, 41, 260
960, 17, 284
961, -3, 298
962, 295, 6
963, -71, 230
964, -33, 268
965, 9, 292
966, 279, 22
967, -115, 186
968, 297, 4
969, -17, 284
970, -73, 228
971, 7, 294
972, -265, 36
973, 117, 184
974, -23, 278
975, -131, 170
976, 87, 214
977, -295, 6
978, 11, 290
979, 9, 292
980, 151, 150
981, -1, 300
982, 189, 112
983, -15, 286
984, 9, 292
985, 35, 266
986, -179, 122
987, 159, 142
988, -239, 62
989, 37, 264
990, 231, 70
991, -119, 182
992, 231, 70
993, 125, 176
994, -167, 134
995, 5, 296
996, 227, 74
997, 221, 80
998, -79, 222
999, -95, 206
